FECHA;GROUPAMA ENTREPRISES R;DEU FLOATING RATE NOTES-TFC;PICTET USD SHORT MID TERM;FON/03/CH;ROBECO GLO CR SHT MAT-IH EUR;/03/ch Green Transition Bond;Robeco Climate Bond;JUPITER DYNAMIC BOND;/03/CH INTL-FAMILY BUSINESS;AMU CPR BANCA /03/CH IMP-REUR;Harrris Associates Global Equity;POLEN FOCUS US GROWTH-EUR IN;ROBECO BP US PREMIUM EQ/F;ELEVA EUROPEAN SELECTION;ROBECO SUS EUR STARS EQ-FEUR;ABERDEEN ASIA PAC EQUITY;GQG PARTNERS EM MKT EQ-I EUR;/03/CH NEXT G/01/RATION;NEUBERGER BERMAN UNCORRELATED STRATEGIES;DNCA INVEST ALPHA BONDS
29/03/2018;499,990;99,850;120,030;9,990;98,660;10,000;100,000;12,260;10,030;100,000;94,140;10,140;215,500;124,220;140,280;12,600;10,000;10;10;101
22/03/2018;499,990;99,870;120,030;9,990;98,600;10,000;100,000;12,230;10,030;100,000;94,550;10,130;215,970;124,150;139,910;12,840;10,000;10;10;101
15/03/2018;499,990;99,930;120,030;9,990;98,750;10,000;100,000;12,260;10,030;100,000;98,100;10,590;223,440;127,090;142,740;13,030;10,000;10;10;101
08/03/2018;499,990;99,960;120,030;9,990;98,850;10,000;100,000;12,230;10,030;100,000;97,770;10,440;223,680;126,830;142,390;12,810;10,000;10;10;102
01/03/2018;499,990;99,990;120,030;9,980;98,940;10,000;100,000;12,260;10,030;100,000;97,430;10,160;220,290;125,780;141,620;12,860;10,000;10;10;102
22/02/2018;499,990;100,000;120,030;9,980;98,850;10,000;100,000;12,220;10,030;100,000;100,000;10,200;219,880;127,960;143,490;12,790;10,000;10;10;101
15/02/2018;499,990;100,000;120,030;9,980;98,890;10,000;100,000;12,230;10,030;100,000;100,000;10,280;218,990;126,440;143,490;12,860;10,000;10;10;101
08/02/2018;499,990;100,030;120,030;9,980;99,170;10,000;100,000;12,280;10,030;100,000;100,000;9,670;211,330;125,170;143,490;12,600;10,000;10;10;101
01/02/2018;499,990;100,040;120,030;9,980;99,300;10,000;100,000;12,280;10,030;100,000;100,000;10,570;227,110;125,170;143,490;13,350;10,000;10;10;101
25/01/2018;499,990;100,040;120,030;9,980;99,480;10,000;100,000;12,280;10,030;100,000;100,000;10,710;227,550;125,170;143,490;13,310;10,000;10;10;101
18/01/2018;499,990;100,040;120,030;9,980;99,460;10,000;100,000;12,280;10,030;100,000;100,000;10,500;228,910;125,170;143,490;13,310;10,000;10;10;101
11/01/2018;499,990;100,040;120,030;9,980;99,540;10,000;100,000;12,280;10,030;100,000;100,000;10,320;230,000;125,170;143,490;13,310;10,000;10;10;101
04/01/2018;499,990;100,040;120,030;9,980;99,570;10,000;100,000;12,280;10,030;100,000;100,000;10,150;230,000;125,170;143,490;13,310;10,000;10;10;101
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
